Nombre,Descripcion_del_producto,Precio,Imagen
Eau de parfum hombre My Soul Soirée,Frasco 100 ml,"12,00 €",https://prod-mercadona.imgix.net/images/335f7185b989e72e8de4b01dec1f6a05.jpg?fit=crop&h=300&w=300
Extrait de parfum mujer ÌÅmbar,Frasco 50 ml,"9,00 €",https://prod-mercadona.imgix.net/images/0766fad6ae02056bd4797523f2960788.jpg?fit=crop&h=300&w=300
Eau de parfum hombre My Soul Enchanted,Frasco 100 ml,"12,00 €",https://prod-mercadona.imgix.net/images/ed6a418fbed7966b3a6493695bf0d85a.jpg?fit=crop&h=300&w=300
Eau de toilette hombre Afan,Frasco 100 ml,"8,00 €",https://prod-mercadona.imgix.net/images/c157603f9a45111a892214f5e622ba9e.jpg?fit=crop&h=300&w=300
Aceite solar protector Delial FPS 50,Spray 150 ml,"12,00 €",https://prod-mercadona.imgix.net/images/0d8995d8b90aea8aad0f891199dc029f.jpg?fit=crop&h=300&w=300
Aceite solar protector Delial FPS 30,Spray 150 ml,"11,00 €",https://prod-mercadona.imgix.net/images/6573a8b7f50886291bea78433c43a19d.jpg?fit=crop&h=300&w=300
Huevos de gallinas camperas,Paquete 12 ud.,"3,22 €",https://prod-mercadona.imgix.net/images/8885bc1320f3a7ef8180a422d0e3fadd.jpg?fit=crop&h=300&w=300
Huevos grandes L,Paquete 12 ud.,"2,80 €",https://prod-mercadona.imgix.net/images/93767d78abb59f871f6aa0c31903de95.jpg?fit=crop&h=300&w=300
Huevos,Paquete 24 ud.,"4,75 €",https://prod-mercadona.imgix.net/images/8aafc3cdb1160c32a753d59b021b0cc8.jpg?fit=crop&h=300&w=300
Huevos de gallinas camperas,Paquete 6 ud.,"1,90 €",https://prod-mercadona.imgix.net/images/91671453f7a74583ec525312ff8ee20f.jpg?fit=crop&h=300&w=300
Huevos medianos M,Paquete 12 ud.,"2,60 €",https://prod-mercadona.imgix.net/images/46194bd713045fd3e68f56a99ddfc685.jpg?fit=crop&h=300&w=300
Huevos super grandes XL,Paquete 12 ud.,"3,90 €",https://prod-mercadona.imgix.net/images/5c6fbe8caf3e6de7dee91cf275502f8e.jpg?fit=crop&h=300&w=300
Huevos grandes L,Paquete 6 ud.,"1,50 €",https://prod-mercadona.imgix.net/images/19b50a389fb4bc5fccacf49d16fa16b6.jpg?fit=crop&h=300&w=300
Huevos cocidos,Paquete 6 ud.,"1,95 €",https://prod-mercadona.imgix.net/images/f1b9fd549af4fc42ad74c22c1bcae233.jpg?fit=crop&h=300&w=300
Huevos de codorniz,Paquete 18 ud.,"1,85 €",https://prod-mercadona.imgix.net/images/0c8ec4cc224bdc1de13dacafa0600f46.jpg?fit=crop&h=300&w=300
Claras de huevo liquidas pasteurizadas,Botella 300 ml,"1,70 €",https://prod-mercadona.imgix.net/images/79e3fa358bcc3e059b43f0aac176243e.jpg?fit=crop&h=300&w=300
Filetes de merluza al huevo Hacendado ultracongelados,Paquete 600 g,"4,95 €",https://prod-mercadona.imgix.net/images/e93d321636093a705dab1ee6b132d60d.jpg?fit=crop&h=300&w=300
Nidos al huevo Hacendado,Paquete 500 g,"1,40 €",https://prod-mercadona.imgix.net/images/2cf9488ff6f6fc964c11195074f201fd.jpg?fit=crop&h=300&w=300
Eau de toilette hombre Criterio Ego,Frasco 100 ml,"9,00 €",https://prod-mercadona.imgix.net/images/8a55bcacbedbecb7aa30fda36891a082.jpg?fit=crop&h=300&w=300
Eau de parfum hombre My Soul,Frasco 100 ml,"12,00 €",https://prod-mercadona.imgix.net/images/76f4d83e8e7ae64ce7180bac046808e8.jpg?fit=crop&h=300&w=300
Eau de parfum mujer My Soul,Frasco 100 ml,"12,00 €",https://prod-mercadona.imgix.net/images/7e482af6b2e6f6ec0845e24bbfdace89.jpg?fit=crop&h=300&w=300
Claras de huevo liquidas pasteurizadas,Botella 1 L,"2,85 €",https://prod-mercadona.imgix.net/images/0bc91ebbda6db1b5da00f19c1d9dd5e5.jpg?fit=crop&h=300&w=300
Bizcochos de huevo Hacendado,4 paquetes x 100 g,"1,65 €",https://prod-mercadona.imgix.net/images/fc78f7b7635731629f93091f14e6e3d9.jpg?fit=crop&h=300&w=300
Flan de huevo Hacendado,4 ud. x 100 g,"1,50 €",https://prod-mercadona.imgix.net/images/29f98aef604438a19c846bb57cad283c.jpg?fit=crop&h=300&w=300
Pasta fresca tagliatelle al huevo Hacendado,Paquete 250 g,"1,20 €",https://prod-mercadona.imgix.net/images/c71842c876cf78ea5d8b95246564edc6.jpg?fit=crop&h=300&w=300
Flan de huevo sin azucares añadidos Hacendado,4 ud. x 100 g,"1,80 €",https://prod-mercadona.imgix.net/images/24a770df80cb4ec523ffc6b606ab61c4.jpg?fit=crop&h=300&w=300
Huevos sorpresa de chocolate Hacendado dibujo,3 ud. x 20 g,"1,80 €",https://prod-mercadona.imgix.net/images/d61aa46a6ab868d6cba063d04077f09a.jpg?fit=crop&h=300&w=300
Spaghetti al huevo Hacendado,Paquete 500 g,"1,40 €",https://prod-mercadona.imgix.net/images/4cca6b6ebe7d53e1803eceeddccb6777.jpg?fit=crop&h=300&w=300
Flan de huevo +Proteinas Hacendado 0% m.g 10 g proteinas,4 ud. x 100 g,"2,00 €",https://prod-mercadona.imgix.net/images/b40abf149eb42080eb449e0bdc83bda0.jpg?fit=crop&h=300&w=300
Huevo sorpresa de chocolate Hacendado,50 g,"1,55 €",https://prod-mercadona.imgix.net/images/91f5b2eb5bc9049cf073dd6ad719c5e1.jpg?fit=crop&h=300&w=300
Fideo al huevo Hacendado,Paquete 500 g,"1,40 €",https://prod-mercadona.imgix.net/images/8064cce95f23cceacd05a6fbec87ecb3.jpg?fit=crop&h=300&w=300
Huesos de cuero con pollo y zanahoria Compy perro adulto,Paquete 2 ud. (120 g),"1,75 €",https://prod-mercadona.imgix.net/images/d7f8d263435972246b361ed0b676d639.jpg?fit=crop&h=300&w=300
Flan de huevo Hacendado,9 ud. x 100 g,"3,40 €",https://prod-mercadona.imgix.net/images/b39768b9865da3982a5f097faf9246d6.jpg?fit=crop&h=300&w=300
Macarron al huevo Hacendado,Paquete 500 g,"1,40 €",https://prod-mercadona.imgix.net/images/84a2898a617e24f9fa72593fbf5dd460.jpg?fit=crop&h=300&w=300
Huevo sorpresa disquitos con crema de avellana,25 g,"1,25 €",https://prod-mercadona.imgix.net/images/cde7e603fa71c589abe8e10279bd36ab.jpg?fit=crop&h=300&w=300
Helado sabor huevo de chocolate Hacendado,Tarrina 950 ml,"3,75 €",https://prod-mercadona.imgix.net/images/56d1314642bdc0901cfaa35526b58af8.jpg?fit=crop&h=300&w=300
Sandwich atun y huevo Hacendado,Paquete 185 g,"1,80 €",https://prod-mercadona.imgix.net/images/98f04d6420e913d98a93a0668b90afc3.jpg?fit=crop&h=300&w=300
Eau de parfum hombre Como tu Eternal,Frasco 100 ml,"8,00 €",https://prod-mercadona.imgix.net/images/7becef7fb81d8c8a41da7b5e135ba73b.jpg?fit=crop&h=300&w=300
Eau de parfum hombre My Soul Vert,Frasco 100 ml,"12,00 €",https://prod-mercadona.imgix.net/images/81e560049acb95ebffd2d0a40beec0aa.jpg?fit=crop&h=300&w=300
Eau de toilette mujer Capitulo Chypre,Frasco 200 ml,"6,50 €",https://prod-mercadona.imgix.net/images/19d090736f597843a61d47223003d9d7.jpg?fit=crop&h=300&w=300
Extrait de parfum mujer Petals,Frasco 50 ml,"9,00 €",https://prod-mercadona.imgix.net/images/b26f3111a8c49a4c6f8b105e46a65c6e.jpg?fit=crop&h=300&w=300
Extrait de parfum hombre Cuir,Frasco 50 ml,"9,00 €",https://prod-mercadona.imgix.net/images/4826971dcdd4bc118e5ee2580052a49d.jpg?fit=crop&h=300&w=300
Extrait de parfum hombre Velour,Frasco 50 ml,"9,00 €",https://prod-mercadona.imgix.net/images/80b1628badc50d7942847bc963c84fa9.jpg?fit=crop&h=300&w=300
Extrait de parfum mujer Vie,Frasco 50 ml,"9,00 €",https://prod-mercadona.imgix.net/images/583efd901165ad0c04e7a0b154cdae0f.jpg?fit=crop&h=300&w=300
Extrait de parfum hombre Metal,Frasco 50 ml,"9,00 €",https://prod-mercadona.imgix.net/images/3b2d84b81c9f3493b3e0759129955fcc.jpg?fit=crop&h=300&w=300
Eau de parfum hombre Borealia Shine,Frasco 100 ml,,https://prod-mercadona.imgix.net/images/f29862bc2c2f87459f3d760d0abfa29c.jpg?fit=crop&h=300&w=300
Lote mujer Como Tu Amor,Caja 1 ud.,"10,50 €",https://prod-mercadona.imgix.net/images/199ab9f60aad99815900b1187b437a49.jpg?fit=crop&h=300&w=300
Lote infantil manicura Color Up Unicorn Power,Caja 1 ud.,"6,50 €",https://prod-mercadona.imgix.net/images/a0fc33fa49ff80a6ddca3a72f81d0cc7.jpg?fit=crop&h=300&w=300
Neceser naranja Looney Tunes grande,1 ud.,"7,50 €",https://prod-mercadona.imgix.net/images/9684353fddbbb78549ece5be4e426266.jpg?fit=crop&h=300&w=300
Lote infantil Minecraft,Caja 1 ud.,"11,50 €",https://prod-mercadona.imgix.net/images/108f33e7169c01fbab53d574f93580f3.jpg?fit=crop&h=300&w=300
Eau de toilette infantil Marvel Spiderman,Bote 200 ml,"4,00 €",https://prod-mercadona.imgix.net/images/5a628e2fd6d8afd4f493baacf43a4b12.jpg?fit=crop&h=300&w=300
Eau de toilette infantil Disney Minnie Mouse,Bote 200 ml,"4,00 €",https://prod-mercadona.imgix.net/images/0bd75f7dbab42dba3af3379ecdf37d9a.jpg?fit=crop&h=300&w=300
Lote hombre Dj Mariio,Caja 1 ud.,"10,00 €",https://prod-mercadona.imgix.net/images/afac34e54276aee0476fa1ad1550647e.jpg?fit=crop&h=300&w=300
Lote mujer Women'Secret Intimate,Caja 1 ud.,"16,95 €",https://prod-mercadona.imgix.net/images/433acf0f6be881dcc0b0029917d0f7a8.jpg?fit=crop&h=300&w=300
Lote mujer Capitulo Oriental,Caja 1 ud.,"9,00 €",https://prod-mercadona.imgix.net/images/f80b9a09da03aa2a516b92cd72c81c70.jpg?fit=crop&h=300&w=300
Lote infantil Disney Frozen,Caja 1 ud.,"11,00 €",https://prod-mercadona.imgix.net/images/a95c9291bafedbd79d357c6ef730168e.jpg?fit=crop&h=300&w=300
Lote infantil Marvel Spiderman,Caja 1 ud.,"11,00 €",https://prod-mercadona.imgix.net/images/b1e109f5d7b82fc4167e57b2c64cf7f7.jpg?fit=crop&h=300&w=300
Lote infantil Disney Stitch,Caja 1 ud.,"11,50 €",https://prod-mercadona.imgix.net/images/babeaf930e94067ba21fcff1aa27976b.jpg?fit=crop&h=300&w=300
Lote hombre Capitulo FougÌ®re,Caja 1 ud.,"9,00 €",https://prod-mercadona.imgix.net/images/9b9076d62419e1aa3bfe48985c9ca828.jpg?fit=crop&h=300&w=300
Neceser corazones mediano con asa,1 ud.,"6,50 €",https://prod-mercadona.imgix.net/images/2df438295abbe318df06eb25bfccd6fd.jpg?fit=crop&h=300&w=300
Lote hombre IlloJuan,Caja 1 ud.,"10,00 €",https://prod-mercadona.imgix.net/images/58d4ebf282440eac1e4931800a4edb51.jpg?fit=crop&h=300&w=300
Lote infantil Happy Little Princess,Caja 1 ud.,"9,50 €",https://prod-mercadona.imgix.net/images/8aaf90e0d1c4899b38bd6206fc288af9.jpg?fit=crop&h=300&w=300
Lote hombre Como Tu Rebel,Caja 1 ud.,"11,00 €",https://prod-mercadona.imgix.net/images/ace8327fb84b252ac87d69627d33e5e9.jpg?fit=crop&h=300&w=300
Lote hombre Ìâl,1 ud.,"12,50 €",https://prod-mercadona.imgix.net/images/1485f2f2e8652ef20bd5acf3b08e16fd.jpg?fit=crop&h=300&w=300
Nata ligera para cocinar Hacendado,3 mini bricks x 200 ml,"1,75 €",https://prod-mercadona.imgix.net/images/4b7008739f2f08c63f8734b9aaae1cde.jpg?fit=crop&h=300&w=300
Mantequilla sin sal añadida Hacendado,Pastilla 250 g,"2,25 €",https://prod-mercadona.imgix.net/images/4ef7678ee68029b6120ca240ec0b0275.jpg?fit=crop&h=300&w=300
Mantequilla con sal Hacendado,Pastilla 250 g,"2,25 €",https://prod-mercadona.imgix.net/images/bb4251f9a117a98f36dc35283e03d0c3.jpg?fit=crop&h=300&w=300
Nata montada azucarada Hacendado,Spray 250 g,"1,75 €",https://prod-mercadona.imgix.net/images/1788f86c647dbbd5a8e1b4e3f46464dd.jpg?fit=crop&h=300&w=300
Leche semidesnatada Hacendado,6 bricks x 1 L,"5,28 €",https://prod-mercadona.imgix.net/images/23ad076fa3066a3e52043aab4de65799.jpg?fit=crop&h=300&w=300
Nata ligera para cocinar Hacendado,Brick 500 ml,"1,45 €",https://prod-mercadona.imgix.net/images/a352520c45f8243ecf467f377cad8862.jpg?fit=crop&h=300&w=300
Mantequilla con sal Hacendado,Tarrina 250 g,"2,60 €",https://prod-mercadona.imgix.net/images/d3af5d88a0500af09fec9ca488cc5385.jpg?fit=crop&h=300&w=300
Margarina con sal Hacendado,Tarrina 500 g,"1,50 €",https://prod-mercadona.imgix.net/images/39ef361361710c60286661a8ca1ef041.jpg?fit=crop&h=300&w=300
Mantequilla sin sal añadida Hacendado,Tarrina 250 g,"2,60 €",https://prod-mercadona.imgix.net/images/0d8cc99608557274fb2ac9c9886ea80b.jpg?fit=crop&h=300&w=300
Margarina Hacendado,Tarrina 500 g,"1,50 €",https://prod-mercadona.imgix.net/images/d3051f8d1d310e149b20e67282c655e1.jpg?fit=crop&h=300&w=300
Leche entera Hacendado,6 bricks x 1 L,"5,82 €",https://prod-mercadona.imgix.net/images/2833bfdb85072e67440b330ad1447ad3.jpg?fit=crop&h=300&w=300
Leche semidesnatada sin lactosa Hacendado,6 bricks x 1 L,"5,76 €",https://prod-mercadona.imgix.net/images/a11b257e317495f24a90cbba6a37b0c2.jpg?fit=crop&h=300&w=300
Leche desnatada Hacendado,6 bricks x 1 L,"5,04 €",https://prod-mercadona.imgix.net/images/d8e49a18eebc44eadd912a0cedf3d521.jpg?fit=crop&h=300&w=300
Leche desnatada sin lactosa Hacendado,6 bricks x 1 L,"5,58 €",https://prod-mercadona.imgix.net/images/3beccbd7b2725ab51abebf0a5ba622a9.jpg?fit=crop&h=300&w=300
Leche semidesnatada Hacendado,Brick 1 L,"0,88 €",https://prod-mercadona.imgix.net/images/a8830cb87732f6d02d934f35c9c61848.jpg?fit=crop&h=300&w=300
Leche entera Hacendado,Brick 1 L,"0,97 €",https://prod-mercadona.imgix.net/images/a889e74c8124bd110a748bc3ac8df440.jpg?fit=crop&h=300&w=300
Leche entera Hacendado,6 mini bricks x 200 ml,"1,66 €",https://prod-mercadona.imgix.net/images/48232d267bc61b1c1f2d4c7a192fa37f.jpg?fit=crop&h=300&w=300
Batido de chocolate Hacendado,6 mini bricks x 200 ml,"1,45 €",https://prod-mercadona.imgix.net/images/4c4ad20a9ebac8f92af9581840223d6f.jpg?fit=crop&h=300&w=300
Leche semidesnatada sin lactosa Hacendado,Brick 1 L,"0,96 €",https://prod-mercadona.imgix.net/images/892e7e611df692289b064ebcf2a8c806.jpg?fit=crop&h=300&w=300
Leche de coco Hacendado,Bote 400 ml,"1,35 €",https://prod-mercadona.imgix.net/images/b91d8b8bafd5eabab8961aabbe16c28b.jpg?fit=crop&h=300&w=300
Leche semidesnatada Hacendado,"6 botellas x 1,5 L","9,00 €",https://prod-mercadona.imgix.net/images/f451d3695c8b94b17cb61540de841da8.jpg?fit=crop&h=300&w=300
Bebida de almendras 0% azucar Hacendado,Brick 1 L,"1,30 €",https://prod-mercadona.imgix.net/images/e801657969dbb461a528968070340ffa.jpg?fit=crop&h=300&w=300
Batido de chocolate 90% leche Hacendado,6 mini bricks x 200 ml,"1,70 €",https://prod-mercadona.imgix.net/images/04d9842e282309e84cf1b5fbb241180f.jpg?fit=crop&h=300&w=300
Nata para montar Hacendado,3 mini bricks x 200 ml,"2,20 €",https://prod-mercadona.imgix.net/images/8c11c0b183629fa23a4860057686e794.jpg?fit=crop&h=300&w=300
Margarina ligera Hacendado,Tarrina 500 g,"1,45 €",https://prod-mercadona.imgix.net/images/4b4e9f8bd089cca2a22395cebdd87a13.jpg?fit=crop&h=300&w=300
Margarina Tulipan Original,Tarrina 400 g,"2,65 €",https://prod-mercadona.imgix.net/images/b4db71bda48058bb37cd556c55b2fc64.jpg?fit=crop&h=300&w=300
Nata para montar Hacendado,Brick 500 ml,"1,90 €",https://prod-mercadona.imgix.net/images/6b8cf0ba135f7e717632541922c5791d.jpg?fit=crop&h=300&w=300
Mantequilla light Hacendado,Tarrina 250 g,"2,35 €",https://prod-mercadona.imgix.net/images/3b2cde7125f13d701043eef134149fe3.jpg?fit=crop&h=300&w=300
Nata ligera para cocinar sin lactosa Hacendado,3 mini bricks x 200 ml,"2,40 €",https://prod-mercadona.imgix.net/images/84271adfb6b8db545c2f7c32ce09e1ed.jpg?fit=crop&h=300&w=300
Mantequilla en porciones Hacendado sin sal añadida,"12 ud. x 12,5 g","2,05 €",https://prod-mercadona.imgix.net/images/da2348eb6ffa595fbfdbe66367bcad3c.jpg?fit=crop&h=300&w=300
Margarina 100% vegetal Hacendado,Tarrina 250 g,"1,60 €",https://prod-mercadona.imgix.net/images/a731a91252722a3a9cb5856ae8f7d282.jpg?fit=crop&h=300&w=300
Mantequilla sin lactosa Hacendado,Tarrina 250 g,"2,65 €",https://prod-mercadona.imgix.net/images/6e6f87557b2929cfffcc08ef72385328.jpg?fit=crop&h=300&w=300
Margarina Flora Proactiv,Tarrina 225 g,"3,09 €",https://prod-mercadona.imgix.net/images/3cea02fc6511b13003b8cd6ed8fc1f1e.jpg?fit=crop&h=300&w=300
Leche desnatada Hacendado,Brick 1 L,"0,84 €",https://prod-mercadona.imgix.net/images/15f28a7326cdf32ea0e7304b16a154b9.jpg?fit=crop&h=300&w=300
Leche entera Hacendado,"6 botellas x 1,5 L","9,36 €",https://prod-mercadona.imgix.net/images/f0fe95bc35585423693e4f29869627fa.jpg?fit=crop&h=300&w=300
Leche entera sin lactosa Hacendado,6 bricks x 1 L,"6,24 €",https://prod-mercadona.imgix.net/images/5eb7d431bf7837b1a26e58d40ca55131.jpg?fit=crop&h=300&w=300
Leche semidesnatada calcio Hacendado,6 bricks x 1 L,"6,18 €",https://prod-mercadona.imgix.net/images/27f6eb89ac6b029a365db75392df373a.jpg?fit=crop&h=300&w=300
Bebida de almendras 0% azucar Hacendado,6 bricks x 1 L,"7,80 €",https://prod-mercadona.imgix.net/images/175f7555e6552bbb059e836453b3145e.jpg?fit=crop&h=300&w=300
Leche desnatada sin lactosa Hacendado,Brick 1 L,"0,93 €",https://prod-mercadona.imgix.net/images/26fcf650a59ea910185beb6bfb2f6a09.jpg?fit=crop&h=300&w=300
Leche entera fresca Hacendado,Botella 1 L,"1,12 €",https://prod-mercadona.imgix.net/images/8ab3558b3fa29363c210a64c1b3cab07.jpg?fit=crop&h=300&w=300
Margarina Omega 3 Hacendado,Tarrina 500 g,"1,85 €",https://prod-mercadona.imgix.net/images/3cceb0f1e6afce6f8c9571c9f5097156.jpg?fit=crop&h=300&w=300
Crema de soja Hacendado,Brick 200 ml,"1,10 €",https://prod-mercadona.imgix.net/images/259e20eb9e720c1b413622be42ac74cb.jpg?fit=crop&h=300&w=300
Nata fresca para cocinar Hacendado,Tarrina 200 ml,"1,20 €",https://prod-mercadona.imgix.net/images/bf35b4c7901193456fdaef3711070bb2.jpg?fit=crop&h=300&w=300
Manteca de cerdo Mont-Palau para cocinar,Tarrina 400 g,"2,95 €",https://prod-mercadona.imgix.net/images/442bc0275c0ae27e867b669130b6fefd.jpg?fit=crop&h=300&w=300
Leche desnatada calcio Hacendado,6 bricks x 1 L,"6,00 €",https://prod-mercadona.imgix.net/images/800490694b7b70ad433e2d6ba78a4b8e.jpg?fit=crop&h=300&w=300
Bebida de avena Hacendado 0% azucar,6 bricks x 1 L,"4,20 €",https://prod-mercadona.imgix.net/images/f72994ef2d7126ccb4172d452978fa21.jpg?fit=crop&h=300&w=300
Leche semidesnatada Hacendado,6 mini bricks x 200 ml,"1,59 €",https://prod-mercadona.imgix.net/images/798d8bc0800bb32cfb0212e1dc9d804c.jpg?fit=crop&h=300&w=300
Bebida de soja con calcio y vitaminas Hacendado,6 bricks x 1 L,"3,90 €",https://prod-mercadona.imgix.net/images/ab4a5de85d9c4ec0deae8719d2bc2ffd.jpg?fit=crop&h=300&w=300
Leche semidesnatada fresca Hacendado,Botella 1 L,"1,06 €",https://prod-mercadona.imgix.net/images/ce429d893cf4ce5867a74c7d71778806.jpg?fit=crop&h=300&w=300
Leche condensada Hacendado,Bote 450 g,"2,55 €",https://prod-mercadona.imgix.net/images/e245a13a90553ff284989821c5121883.jpg?fit=crop&h=300&w=300
Bebida de avena Hacendado 0% azucar,Brick 1 L,"0,70 €",https://prod-mercadona.imgix.net/images/16227e6ffd9278e3d1ff55fa8c86734b.jpg?fit=crop&h=300&w=300
Leche evaporada Hacendado,3 mini bricks x 200 ml,"1,66 €",https://prod-mercadona.imgix.net/images/b039c847158c6726b1db24fe8091a8ed.jpg?fit=crop&h=300&w=300
Leche semidesnatada sin lactosa Hacendado,"6 botellas x 1,5 L","9,72 €",https://prod-mercadona.imgix.net/images/7f5b830fb950ac1a16d1dfed7f4a85b4.jpg?fit=crop&h=300&w=300
Leche condensada Hacendado,Bote 1 kg,"3,65 €",https://prod-mercadona.imgix.net/images/a17b0af292e26e84ee2eaacad71e6f80.jpg?fit=crop&h=300&w=300
Bechamel Hacendado,3 mini bricks x 200 ml,"2,25 €",https://prod-mercadona.imgix.net/images/d985ec1b5f0e21f2fe5e32857e5200af.jpg?fit=crop&h=300&w=300
Leche +Proteinas desnatada Hacendado,6 bricks x 1 L,"7,80 €",https://prod-mercadona.imgix.net/images/df87fc53edae461927015c04ca30b198.jpg?fit=crop&h=300&w=300
Bebida de soja 0% azucar Hacendado,Brick 1 L,"0,75 €",https://prod-mercadona.imgix.net/images/6c9d1454ee4e642fc922098307da399a.jpg?fit=crop&h=300&w=300
Leche semidesnatada sin lactosa Hacendado,6 mini bricks x 200 ml,"1,76 €",https://prod-mercadona.imgix.net/images/108f4b61a8ddeca7146ea3cf0622921d.jpg?fit=crop&h=300&w=300
Horchata de chufa Hacendado,Brick 1 L,"1,35 €",https://prod-mercadona.imgix.net/images/42b8c8da45aef2e14be3983bab9500ea.jpg?fit=crop&h=300&w=300
Leche desnatada Hacendado,"6 botellas x 1,5 L","8,82 €",https://prod-mercadona.imgix.net/images/761614ac020458712e57841305df431a.jpg?fit=crop&h=300&w=300
Bebida de avellana y arroz sin azucares añadidos Hacendado,Brick 1 L,"1,30 €",https://prod-mercadona.imgix.net/images/d37ca9bd4e181ab7c222ab18a0d579d4.jpg?fit=crop&h=300&w=300
Batido de vainilla Hacendado,6 mini bricks x 200 ml,"1,55 €",https://prod-mercadona.imgix.net/images/f16c6d550a0a4236222a7dfdea3017ca.jpg?fit=crop&h=300&w=300
Batido sabor fresa Hacendado,6 mini bricks x 200 ml,"1,55 €",https://prod-mercadona.imgix.net/images/092f4c51a5bcdf9c892801ad7c0fc0f7.jpg?fit=crop&h=300&w=300
Bebida de soja con calcio y vitaminas Hacendado,Brick 1 L,"0,65 €",https://prod-mercadona.imgix.net/images/7f509c7db41e5763626998702f5cb755.jpg?fit=crop&h=300&w=300
Leche semidesnatada Hacendado,"Botella 1,5 L","1,50 €",https://prod-mercadona.imgix.net/images/e946b63ac639e0e856989870b08807cf.jpg?fit=crop&h=300&w=300
Leche entera sin lactosa Hacendado,Brick 1 L,"1,04 €",https://prod-mercadona.imgix.net/images/00dfbf377ed1f04756356386173ebe37.jpg?fit=crop&h=300&w=300
Batido de chocolate Hacendado 0% sin azucares añadidos,6 mini bricks x 200 ml,"1,85 €",https://prod-mercadona.imgix.net/images/33f37a73c984afed77963c2538b113e5.jpg?fit=crop&h=300&w=300
Bebida de soja 0% azucar Hacendado,6 bricks x 1 L,"4,50 €",https://prod-mercadona.imgix.net/images/3a60b2dbd50e5615f1aef0741ad34057.jpg?fit=crop&h=300&w=300
Bebida de coco y arroz sin azucares añadidos Hacendado,Brick 1 L,"1,50 €",https://prod-mercadona.imgix.net/images/b6c7821e45659190d4af302c40508d34.jpg?fit=crop&h=300&w=300
Leche entera Hacendado,"Botella 1,5 L","1,56 €",https://prod-mercadona.imgix.net/images/acadbaaa0407d07b2d297f859d93e5db.jpg?fit=crop&h=300&w=300
Bebida lactea desnatada omega 3 Hacendado,6 bricks x 1 L,"6,66 €",https://prod-mercadona.imgix.net/images/f0fe95bc35585423693e4f29869627fa.jpg?fit=crop&h=300&w=300
